Date,County,ED Visit Count,Hospitalization Count
2020-05-28,Clay,1,0
2020-05-29,Clay,0,0
2020-05-30,Clay,0,0
2020-05-31,Clay,0,0
2020-06-01,Clay,1,0
2020-06-02,Clay,1,0
2020-06-03,Clay,1,0
2020-06-04,Clay,0,0
2020-06-05,Clay,1,0
2020-06-06,Clay,0,0
2020-06-07,Clay,0,0
2020-06-08,Clay,1,0
2020-06-09,Clay,0,0
2020-06-10,Clay,0,0
2020-06-11,Clay,0,0
2020-06-12,Clay,0,0
2020-06-13,Clay,0,0
2020-06-14,Clay,1,0
2020-06-15,Clay,0,0
2020-06-16,Clay,0,0
2020-06-17,Clay,1,0
2020-06-18,Clay,0,0
2020-06-19,Clay,0,0
2020-06-20,Clay,0,0
2020-06-21,Clay,1,0
2020-06-22,Clay,0,0
2020-06-23,Clay,0,0
2020-06-24,Clay,0,0
2020-06-25,Clay,1,0
2020-06-26,Clay,0,0
2020-06-27,Clay,0,0
2020-06-28,Clay,0,0
2020-06-29,Clay,0,0
2020-06-30,Clay,0,0
2020-07-01,Clay,0,0
2020-07-02,Clay,1,0
2020-07-03,Clay,0,0
2020-07-04,Clay,0,0
2020-07-05,Clay,1,1
2020-07-06,Clay,0,0
2020-07-07,Clay,0,0
2020-07-08,Clay,0,0
2020-07-09,Clay,0,0
2020-07-10,Clay,0,0
2020-07-11,Clay,0,0
2020-07-12,Clay,0,0
2020-07-13,Clay,0,0
2020-07-14,Clay,0,1
2020-07-15,Clay,0,0
2020-07-16,Clay,0,0
2020-07-17,Clay,0,0
2020-07-18,Clay,0,0
2020-07-19,Clay,0,0
2020-07-20,Clay,0,0
2020-07-21,Clay,1,0
2020-07-22,Clay,2,1
2020-07-23,Clay,1,0
2020-07-24,Clay,1,0
2020-07-25,Clay,0,0
2020-07-26,Clay,1,0
2020-07-27,Clay,3,0
2020-07-28,Clay,0,0
2020-07-29,Clay,1,0
2020-07-30,Clay,1,0
2020-07-31,Clay,0,0
2020-08-01,Clay,1,0
2020-08-02,Clay,2,1
2020-08-03,Clay,0,0
2020-08-04,Clay,1,0
2020-08-05,Clay,1,0
2020-08-06,Clay,2,0
2020-08-07,Clay,2,2
2020-08-08,Clay,0,0
2020-08-09,Clay,0,0
2020-08-10,Clay,2,0
2020-08-11,Clay,1,2
2020-08-12,Clay,3,0
2020-08-13,Clay,1,0
2020-08-14,Clay,1,0
2020-08-15,Clay,0,1
2020-08-16,Clay,0,0
2020-08-17,Clay,2,0
2020-08-18,Clay,3,2
2020-08-19,Clay,2,1
2020-08-20,Clay,1,1
2020-08-21,Clay,2,0
2020-08-22,Clay,0,0
2020-08-23,Clay,0,2
2020-08-24,Clay,1,0
2020-08-25,Clay,0,0
2020-08-26,Clay,1,0
2020-08-27,Clay,0,0
2020-08-28,Clay,2,0
2020-08-29,Clay,0,0
2020-08-30,Clay,1,0
2020-08-31,Clay,0,0
2020-09-01,Clay,0,0
2020-09-02,Clay,0,0
2020-09-03,Clay,1,1
2020-09-04,Clay,0,1
2020-09-05,Clay,3,0
2020-09-06,Clay,0,0
2020-09-07,Clay,3,0
2020-09-08,Clay,1,0
2020-09-09,Clay,0,0
2020-09-10,Clay,0,0
2020-09-11,Clay,0,1
2020-09-12,Clay,1,0
2020-09-13,Clay,1,0
2020-09-14,Clay,0,0
2020-09-15,Clay,1,3
2020-09-16,Clay,1,1
2020-09-17,Clay,1,0
2020-09-18,Clay,1,0
2020-09-19,Clay,1,1
2020-09-20,Clay,1,0
2020-09-21,Clay,1,0
2020-09-22,Clay,1,1
2020-09-23,Clay,0,1
2020-09-24,Clay,3,1
2020-09-25,Clay,1,1
2020-09-26,Clay,0,0
2020-09-27,Clay,1,0
2020-09-28,Clay,0,0
2020-09-29,Clay,2,0
2020-09-30,Clay,0,0
2020-10-01,Clay,0,1
2020-10-02,Clay,0,0
2020-10-03,Clay,1,1
2020-10-04,Clay,2,0
2020-10-05,Clay,1,1
2020-10-06,Clay,3,0
2020-10-07,Clay,2,2
2020-10-08,Clay,1,0
2020-10-09,Clay,1,0
2020-10-10,Clay,0,1
2020-10-11,Clay,1,1
2020-10-12,Clay,1,1
2020-10-13,Clay,3,2
2020-10-14,Clay,1,0
2020-10-15,Clay,1,0
2020-10-16,Clay,0,0
2020-10-17,Clay,0,0
2020-10-18,Clay,1,0
2020-10-19,Clay,1,1
2020-10-20,Clay,2,2
2020-10-21,Clay,1,0
2020-10-22,Clay,0,0
2020-10-23,Clay,1,1
2020-10-24,Clay,1,1
2020-10-25,Clay,0,0
2020-10-26,Clay,1,1
2020-10-27,Clay,1,2
2020-10-28,Clay,0,0
2020-10-29,Clay,5,0
2020-10-30,Clay,1,0
2020-10-31,Clay,3,1
2020-11-01,Clay,1,0
2020-11-02,Clay,4,0
2020-11-03,Clay,1,0
2020-11-04,Clay,1,0
2020-11-05,Clay,2,0
2020-11-06,Clay,3,0
2020-11-07,Clay,5,2
2020-11-08,Clay,5,0
2020-11-09,Clay,5,2
2020-11-10,Clay,2,1
2020-11-11,Clay,4,0
2020-11-12,Clay,2,0
2020-11-13,Clay,0,1
2020-11-14,Clay,3,1
2020-11-15,Clay,1,0
2020-03-01,Clinton,1,0
2020-03-02,Clinton,0,0
2020-03-03,Clinton,0,0
2020-03-04,Clinton,0,0
2020-03-05,Clinton,1,1
2020-03-06,Clinton,0,0
2020-03-07,Clinton,0,0
2020-03-08,Clinton,0,0
2020-03-09,Clinton,1,1
2020-03-10,Clinton,0,0
2020-03-11,Clinton,1,0
2020-03-12,Clinton,1,1
2020-03-13,Clinton,0,0
2020-03-14,Clinton,1,1
2020-03-15,Clinton,0,0
2020-03-16,Clinton,1,0
2020-03-17,Clinton,0,0
2020-03-18,Clinton,0,0
2020-03-19,Clinton,1,0
2020-03-20,Clinton,0,0
2020-03-21,Clinton,1,0
2020-03-22,Clinton,0,0
2020-03-23,Clinton,0,0
2020-03-24,Clinton,1,1
2020-03-25,Clinton,0,0
2020-03-26,Clinton,0,0
2020-03-27,Clinton,0,0
2020-03-28,Clinton,0,0
2020-03-29,Clinton,1,0
2020-03-30,Clinton,1,0
2020-03-31,Clinton,1,1
2020-04-01,Clinton,1,1
2020-04-02,Clinton,2,1
2020-04-03,Clinton,0,0
2020-04-04,Clinton,2,2
2020-04-05,Clinton,2,0
2020-04-06,Clinton,2,0
2020-04-07,Clinton,2,1
2020-04-08,Clinton,2,1
2020-04-09,Clinton,0,0
2020-04-10,Clinton,1,0
2020-04-11,Clinton,0,0
2020-04-12,Clinton,0,0
2020-04-13,Clinton,1,0
2020-04-14,Clinton,2,1
2020-04-15,Clinton,1,0
2020-04-16,Clinton,1,1
2020-04-17,Clinton,0,0
2020-04-18,Clinton,0,0
2020-04-19,Clinton,0,0
2020-04-20,Clinton,2,0
2020-04-21,Clinton,0,0
2020-04-22,Clinton,1,0
2020-04-23,Clinton,1,1
2020-04-24,Clinton,0,0
2020-04-25,Clinton,1,0
2020-04-26,Clinton,0,0
2020-04-27,Clinton,1,1
2020-04-28,Clinton,6,1
2020-04-29,Clinton,2,1
2020-04-30,Clinton,1,0
2020-05-01,Clinton,4,1
2020-05-02,Clinton,1,1
2020-05-03,Clinton,2,1
2020-05-04,Clinton,7,4
2020-05-05,Clinton,1,0
2020-05-06,Clinton,2,1
2020-05-07,Clinton,2,1
2020-05-08,Clinton,0,0
2020-05-09,Clinton,4,1
2020-05-10,Clinton,2,2
2020-05-11,Clinton,3,0
2020-05-12,Clinton,0,1
2020-05-13,Clinton,2,2
2020-05-14,Clinton,2,1
2020-05-15,Clinton,0,1
2020-05-16,Clinton,1,0
2020-05-17,Clinton,1,0
2020-05-18,Clinton,0,0
2020-05-19,Clinton,1,0
2020-05-20,Clinton,2,1
2020-05-21,Clinton,0,0
2020-05-22,Clinton,1,0
2020-05-23,Clinton,0,0
2020-05-24,Clinton,0,0
2020-05-25,Clinton,0,0
2020-05-26,Clinton,2,0
2020-05-27,Clinton,1,0
2020-05-28,Clinton,1,0
2020-05-29,Clinton,2,0
2020-05-30,Clinton,1,1
2020-05-31,Clinton,0,0
2020-06-01,Clinton,0,0
2020-06-02,Clinton,1,1
2020-06-03,Clinton,2,1
2020-06-04,Clinton,1,0
2020-06-05,Clinton,1,0
2020-06-06,Clinton,0,0
2020-06-07,Clinton,0,0
2020-06-08,Clinton,0,0
2020-06-09,Clinton,0,0
2020-06-10,Clinton,1,0
2020-06-11,Clinton,0,0
2020-06-12,Clinton,0,0
2020-06-13,Clinton,1,0
2020-06-14,Clinton,0,0
2020-06-15,Clinton,0,0
2020-06-16,Clinton,0,0
2020-06-17,Clinton,0,0
2020-06-18,Clinton,1,1
2020-06-19,Clinton,0,0
2020-06-20,Clinton,2,0
2020-06-21,Clinton,1,0
2020-06-22,Clinton,0,0
2020-06-23,Clinton,0,0
2020-06-24,Clinton,1,1
2020-06-25,Clinton,2,1
2020-06-26,Clinton,1,1
2020-06-27,Clinton,3,1
2020-06-28,Clinton,0,0
2020-06-29,Clinton,1,1
2020-06-30,Clinton,0,0
2020-07-01,Clinton,1,0
2020-07-02,Clinton,1,0
2020-07-03,Clinton,0,0
2020-07-04,Clinton,1,0
2020-07-05,Clinton,0,0
2020-07-06,Clinton,0,0
2020-07-07,Clinton,1,0
2020-07-08,Clinton,1,1
2020-07-09,Clinton,0,0
2020-07-10,Clinton,2,1
2020-07-11,Clinton,3,0
2020-07-12,Clinton,0,0
2020-07-13,Clinton,2,1
2020-07-14,Clinton,0,0
2020-07-15,Clinton,0,0
2020-07-16,Clinton,0,0
2020-07-17,Clinton,1,0
2020-07-18,Clinton,1,1
2020-07-19,Clinton,1,0
2020-07-20,Clinton,0,0
2020-07-21,Clinton,1,0
2020-07-22,Clinton,1,0
2020-07-23,Clinton,1,0
2020-07-24,Clinton,0,0
2020-07-25,Clinton,0,0
2020-07-26,Clinton,0,0
2020-07-27,Clinton,0,0
2020-07-28,Clinton,0,0
2020-07-29,Clinton,0,0
2020-07-30,Clinton,1,0
2020-07-31,Clinton,2,1
2020-08-01,Clinton,1,1
2020-08-02,Clinton,1,0
2020-08-03,Clinton,1,0
2020-08-04,Clinton,2,0
2020-08-05,Clinton,2,1
2020-08-06,Clinton,3,0
2020-08-07,Clinton,0,0
2020-08-08,Clinton,3,0
2020-08-09,Clinton,1,0
2020-08-10,Clinton,1,0
2020-08-11,Clinton,0,0
2020-08-12,Clinton,1,0
2020-08-13,Clinton,1,0
2020-08-14,Clinton,2,1
2020-08-15,Clinton,2,1
2020-08-16,Clinton,0,0
2020-08-17,Clinton,0,0
2020-08-18,Clinton,1,0
2020-08-19,Clinton,1,0
2020-08-20,Clinton,1,1
2020-08-21,Clinton,1,0
2020-08-22,Clinton,2,0
2020-08-23,Clinton,1,0
2020-08-24,Clinton,2,1
2020-08-25,Clinton,1,1
2020-08-26,Clinton,1,0
2020-08-27,Clinton,2,0
2020-08-28,Clinton,1,1
2020-08-29,Clinton,0,0
2020-08-30,Clinton,1,0
2020-08-31,Clinton,2,1
2020-09-01,Clinton,1,0
2020-09-02,Clinton,0,0
2020-09-03,Clinton,1,0
2020-09-04,Clinton,1,0
2020-09-05,Clinton,4,2
2020-09-06,Clinton,0,0
2020-09-07,Clinton,4,0
2020-09-08,Clinton,0,0
2020-09-09,Clinton,0,0
2020-09-10,Clinton,0,0
2020-09-11,Clinton,0,1
2020-09-12,Clinton,0,0
2020-09-13,Clinton,0,0
2020-09-14,Clinton,1,0
2020-09-15,Clinton,0,0
2020-09-16,Clinton,0,1
2020-09-17,Clinton,0,0
2020-09-18,Clinton,0,0
2020-09-19,Clinton,1,1
2020-09-20,Clinton,0,0
2020-09-21,Clinton,0,0
2020-09-22,Clinton,0,0
2020-09-23,Clinton,0,0
2020-09-24,Clinton,1,0
2020-09-25,Clinton,0,0
2020-09-26,Clinton,0,0
2020-09-27,Clinton,1,1
2020-09-28,Clinton,1,0
2020-09-29,Clinton,1,0
2020-09-30,Clinton,1,0
2020-10-01,Clinton,1,0
2020-10-02,Clinton,1,0
2020-10-03,Clinton,3,0
2020-10-04,Clinton,1,0
2020-10-05,Clinton,4,1
2020-10-06,Clinton,3,0
2020-10-07,Clinton,1,0
2020-10-08,Clinton,0,0
2020-10-09,Clinton,1,1
2020-10-10,Clinton,3,2
2020-10-11,Clinton,2,0
2020-10-12,Clinton,2,1
2020-10-13,Clinton,1,1
2020-10-14,Clinton,3,0
2020-10-15,Clinton,1,0
2020-10-16,Clinton,3,1
2020-10-17,Clinton,1,0
2020-10-18,Clinton,1,0
2020-10-19,Clinton,0,1
2020-10-20,Clinton,2,1
2020-10-21,Clinton,4,1
2020-10-22,Clinton,4,1
2020-10-23,Clinton,2,1
2020-10-24,Clinton,2,0
2020-10-25,Clinton,0,0
2020-10-26,Clinton,3,0
2020-10-27,Clinton,1,0
2020-10-28,Clinton,1,0
2020-10-29,Clinton,5,2
2020-10-30,Clinton,3,2
2020-10-31,Clinton,5,1
2020-11-01,Clinton,2,2
2020-11-02,Clinton,6,5
2020-11-03,Clinton,3,0
2020-11-04,Clinton,2,0
2020-11-05,Clinton,5,4
2020-11-06,Clinton,6,2
2020-11-07,Clinton,2,1
2020-11-08,Clinton,1,0
2020-11-09,Clinton,9,1
2020-11-10,Clinton,4,0
2020-11-11,Clinton,3,3
2020-11-12,Clinton,3,2
2020-11-13,Clinton,4,1
2020-11-14,Clinton,1,1
2020-11-15,Clinton,0,2
2020-03-01,Crawford,0,0
2020-03-02,Crawford,0,0
2020-03-03,Crawford,0,0
2020-03-04,Crawford,1,0
2020-03-05,Crawford,0,0
2020-03-06,Crawford,0,0
2020-03-07,Crawford,0,0
2020-03-08,Crawford,0,0
2020-03-09,Crawford,1,0
2020-03-10,Crawford,0,0
2020-03-11,Crawford,0,0
2020-03-12,Crawford,0,0
2020-03-13,Crawford,1,0
2020-03-14,Crawford,0,0
2020-03-15,Crawford,0,0
2020-03-16,Crawford,0,0
2020-03-17,Crawford,1,0
2020-03-18,Crawford,0,0
2020-03-19,Crawford,2,1
2020-03-20,Crawford,0,0
2020-03-21,Crawford,0,0
2020-03-22,Crawford,0,0
2020-03-23,Crawford,1,0
2020-03-24,Crawford,0,0
2020-03-25,Crawford,0,0
2020-03-26,Crawford,0,0
2020-03-27,Crawford,0,0
2020-03-28,Crawford,0,0
2020-03-29,Crawford,0,0
2020-03-30,Crawford,0,0
2020-03-31,Crawford,1,0
2020-04-01,Crawford,0,0
2020-04-02,Crawford,0,0
2020-04-03,Crawford,0,0
2020-04-04,Crawford,0,0
2020-04-05,Crawford,0,0
2020-04-06,Crawford,0,0
2020-04-07,Crawford,0,0
2020-04-08,Crawford,0,0
2020-04-09,Crawford,0,0
2020-04-10,Crawford,0,0
2020-04-11,Crawford,0,0
2020-04-12,Crawford,0,0
2020-04-13,Crawford,0,0
2020-04-14,Crawford,1,0
2020-04-15,Crawford,0,0
2020-04-16,Crawford,0,0
2020-04-17,Crawford,0,0
2020-04-18,Crawford,0,0
2020-04-19,Crawford,0,0
2020-04-20,Crawford,0,0
2020-04-21,Crawford,0,0
2020-04-22,Crawford,0,0
2020-04-23,Crawford,0,0
2020-04-24,Crawford,0,0
2020-04-25,Crawford,0,0
2020-04-26,Crawford,0,0
2020-04-27,Crawford,0,0
2020-04-28,Crawford,0,0
2020-04-29,Crawford,0,0
2020-04-30,Crawford,0,0
2020-05-01,Crawford,0,0
2020-05-02,Crawford,0,0
2020-05-03,Crawford,0,0
2020-05-04,Crawford,0,0
2020-05-05,Crawford,0,0
2020-05-06,Crawford,0,0
2020-05-07,Crawford,0,0
2020-05-08,Crawford,0,0
2020-05-09,Crawford,0,0
2020-05-10,Crawford,0,0
2020-05-11,Crawford,0,0
2020-05-12,Crawford,0,0
2020-05-13,Crawford,0,0
2020-05-14,Crawford,0,0
2020-05-15,Crawford,0,0
2020-05-16,Crawford,0,0
2020-05-17,Crawford,0,0
2020-05-18,Crawford,0,0
2020-05-19,Crawford,0,0
2020-05-20,Crawford,0,0
2020-05-21,Crawford,0,0
2020-05-22,Crawford,0,0
2020-05-23,Crawford,0,0
2020-05-24,Crawford,0,0
2020-05-25,Crawford,0,0
2020-05-26,Crawford,0,0
2020-05-27,Crawford,0,0
2020-05-28,Crawford,0,0
2020-05-29,Crawford,0,0
2020-05-30,Crawford,0,0
2020-05-31,Crawford,0,0
2020-06-01,Crawford,0,0
2020-06-02,Crawford,0,0
2020-06-03,Crawford,0,0
2020-06-04,Crawford,0,0
2020-06-05,Crawford,0,0
2020-06-06,Crawford,0,0
2020-06-07,Crawford,0,0
2020-06-08,Crawford,0,0
2020-06-09,Crawford,0,0
2020-06-10,Crawford,0,0
2020-06-11,Crawford,0,0
2020-06-12,Crawford,0,0
2020-06-13,Crawford,0,0
2020-06-14,Crawford,0,0
2020-06-15,Crawford,0,0
2020-06-16,Crawford,0,0
2020-06-17,Crawford,0,0
2020-06-18,Crawford,0,0
2020-06-19,Crawford,0,0
2020-06-20,Crawford,0,0
2020-06-21,Crawford,0,0
2020-06-22,Crawford,0,0
2020-06-23,Crawford,0,0
2020-06-24,Crawford,0,0
2020-06-25,Crawford,0,0
2020-06-26,Crawford,0,0
2020-06-27,Crawford,0,0
2020-06-28,Crawford,0,0
2020-06-29,Crawford,0,0
2020-06-30,Crawford,0,0
2020-07-01,Crawford,0,0
2020-07-02,Crawford,0,0
2020-07-03,Crawford,0,0
2020-07-04,Crawford,0,0
2020-07-05,Crawford,0,0
2020-07-06,Crawford,0,0
2020-07-07,Crawford,0,0
2020-07-08,Crawford,0,0
2020-07-09,Crawford,0,0
2020-07-10,Crawford,0,0
2020-07-11,Crawford,0,0
2020-07-12,Crawford,0,0
2020-07-13,Crawford,0,0
2020-07-14,Crawford,0,0
2020-07-15,Crawford,0,0
2020-07-16,Crawford,1,0
2020-07-17,Crawford,0,0
2020-07-18,Crawford,0,0
2020-07-19,Crawford,0,0
2020-07-20,Crawford,0,0
2020-07-21,Crawford,0,0
2020-07-22,Crawford,0,0
2020-07-23,Crawford,0,0
2020-07-24,Crawford,0,0
2020-07-25,Crawford,0,0
2020-07-26,Crawford,0,0
2020-07-27,Crawford,0,0
2020-07-28,Crawford,0,0
2020-07-29,Crawford,0,0
2020-07-30,Crawford,0,0
2020-07-31,Crawford,0,0
2020-08-01,Crawford,0,0
2020-08-02,Crawford,0,0
2020-08-03,Crawford,0,0
2020-08-04,Crawford,0,0
2020-08-05,Crawford,0,0
2020-08-06,Crawford,0,0
2020-08-07,Crawford,0,0
2020-08-08,Crawford,0,0
2020-08-09,Crawford,0,0
2020-08-10,Crawford,0,0
2020-08-11,Crawford,0,0
2020-08-12,Crawford,0,0
2020-08-13,Crawford,0,0
2020-08-14,Crawford,0,0
2020-08-15,Crawford,0,0
2020-08-16,Crawford,0,0
2020-08-17,Crawford,0,0
2020-08-18,Crawford,1,0
2020-08-19,Crawford,0,0
2020-08-20,Crawford,0,0
2020-08-21,Crawford,0,0
2020-08-22,Crawford,0,0
2020-08-23,Crawford,0,0
2020-08-24,Crawford,0,0
2020-08-25,Crawford,0,0
2020-08-26,Crawford,0,0
2020-08-27,Crawford,0,0
2020-08-28,Crawford,0,0
2020-08-29,Crawford,0,0
2020-08-30,Crawford,0,0
2020-08-31,Crawford,0,0
2020-09-01,Crawford,0,0
2020-09-02,Crawford,0,0
2020-09-03,Crawford,0,0
2020-09-04,Crawford,1,1
2020-09-05,Crawford,0,0
2020-09-06,Crawford,0,0
2020-09-07,Crawford,1,0
2020-09-08,Crawford,1,0
2020-09-09,Crawford,2,2
2020-09-10,Crawford,0,0
2020-09-11,Crawford,0,0
2020-09-12,Crawford,0,0
2020-09-13,Crawford,0,0
2020-09-14,Crawford,0,0
2020-09-15,Crawford,1,1
2020-09-16,Crawford,0,0
2020-09-17,Crawford,1,0
2020-09-18,Crawford,1,0
2020-09-19,Crawford,0,0
2020-09-20,Crawford,1,1
2020-09-21,Crawford,1,0
2020-09-22,Crawford,0,0
2020-09-23,Crawford,0,0
2020-09-24,Crawford,0,0
2020-09-25,Crawford,0,0
2020-09-26,Crawford,1,0
2020-09-27,Crawford,0,0
2020-09-28,Crawford,0,0
2020-09-29,Crawford,0,0
2020-09-30,Crawford,0,0
2020-10-01,Crawford,0,0
2020-10-02,Crawford,0,0
2020-10-03,Crawford,0,0
2020-10-04,Crawford,0,0
2020-10-05,Crawford,0,0
2020-10-06,Crawford,0,0
2020-10-07,Crawford,0,0
2020-10-08,Crawford,0,0
2020-10-09,Crawford,0,0
2020-10-10,Crawford,0,0
2020-10-11,Crawford,0,0
2020-10-12,Crawford,0,0
2020-10-13,Crawford,1,0
2020-10-14,Crawford,1,0
2020-10-15,Crawford,0,0
2020-10-16,Crawford,0,0
2020-10-17,Crawford,0,0
2020-10-18,Crawford,1,1
2020-10-19,Crawford,0,0
2020-10-20,Crawford,0,0
2020-10-21,Crawford,0,0
2020-10-22,Crawford,0,0
2020-10-23,Crawford,0,0
2020-10-24,Crawford,0,0
2020-10-25,Crawford,0,0
2020-10-26,Crawford,0,0
2020-10-27,Crawford,0,0
2020-10-28,Crawford,0,0
2020-10-29,Crawford,0,0
2020-10-30,Crawford,0,0
2020-10-31,Crawford,1,0
2020-11-01,Crawford,1,1
2020-11-02,Crawford,0,0
2020-11-03,Crawford,0,0
2020-11-04,Crawford,0,0
2020-11-05,Crawford,0,0
2020-11-06,Crawford,2,2
2020-11-07,Crawford,1,0
2020-11-08,Crawford,0,0
2020-11-09,Crawford,2,0
2020-11-10,Crawford,1,0
2020-11-11,Crawford,0,0
2020-11-12,Crawford,1,0
2020-11-13,Crawford,0,0
2020-11-14,Crawford,3,2
2020-11-15,Crawford,0,0
2020-03-01,Daviess,1,0
2020-03-02,Daviess,0,0
2020-03-03,Daviess,1,1
2020-03-04,Daviess,0,0
2020-03-05,Daviess,0,0
2020-03-06,Daviess,0,0
2020-03-07,Daviess,0,0
2020-03-08,Daviess,0,0
2020-03-09,Daviess,0,0
2020-03-10,Daviess,0,0
2020-03-11,Daviess,0,0
2020-03-12,Daviess,0,0
2020-03-13,Daviess,1,1
2020-03-14,Daviess,0,0
2020-03-15,Daviess,0,0
2020-03-16,Daviess,0,0
2020-03-17,Daviess,0,0
2020-03-18,Daviess,1,0
2020-03-19,Daviess,0,0
2020-03-20,Daviess,0,0
2020-03-21,Daviess,0,0
2020-03-22,Daviess,0,0
2020-03-23,Daviess,0,0
2020-03-24,Daviess,1,1
2020-03-25,Daviess,0,0
2020-03-26,Daviess,0,0
2020-03-27,Daviess,0,0
2020-03-28,Daviess,0,0
2020-03-29,Daviess,0,0
2020-03-30,Daviess,0,0
2020-03-31,Daviess,0,0
2020-04-01,Daviess,0,0
2020-04-02,Daviess,1,1
2020-04-03,Daviess,0,0
2020-04-04,Daviess,1,2
2020-04-05,Daviess,2,1
2020-04-06,Daviess,0,0
2020-04-07,Daviess,1,0
2020-04-08,Daviess,0,0
2020-04-09,Daviess,0,1
2020-04-10,Daviess,1,0
2020-04-11,Daviess,0,2
2020-04-12,Daviess,1,1
2020-04-13,Daviess,2,1
2020-04-14,Daviess,0,0
2020-04-15,Daviess,0,2
2020-04-16,Daviess,1,0
2020-04-17,Daviess,0,1
2020-04-18,Daviess,0,0
2020-04-19,Daviess,1,2
2020-04-20,Daviess,0,0
2020-04-21,Daviess,0,0
2020-04-22,Daviess,0,0
2020-04-23,Daviess,0,0
2020-04-24,Daviess,1,0
2020-04-25,Daviess,1,0
2020-04-26,Daviess,0,0
2020-04-27,Daviess,0,0
2020-04-28,Daviess,1,0
2020-04-29,Daviess,0,0
2020-04-30,Daviess,0,0
2020-05-01,Daviess,0,0
2020-05-02,Daviess,0,0
2020-05-03,Daviess,0,0
2020-05-04,Daviess,0,0
2020-05-05,Daviess,0,0
2020-05-06,Daviess,1,0
2020-05-07,Daviess,0,0
2020-05-08,Daviess,0,0
2020-05-09,Daviess,1,0
2020-05-10,Daviess,1,0
2020-05-11,Daviess,2,0
2020-05-12,Daviess,1,0
2020-05-13,Daviess,1,1
2020-05-14,Daviess,1,1
2020-05-15,Daviess,0,0
2020-05-16,Daviess,0,0
2020-05-17,Daviess,0,0
2020-05-18,Daviess,0,0
2020-05-19,Daviess,1,0
2020-05-20,Daviess,0,0
2020-05-21,Daviess,0,0
2020-05-22,Daviess,0,0
2020-05-23,Daviess,0,0
2020-05-24,Daviess,0,0
2020-05-25,Daviess,2,1
2020-05-26,Daviess,1,1
2020-05-27,Daviess,0,0
2020-05-28,Daviess,0,0
2020-05-29,Daviess,2,0
2020-05-30,Daviess,0,0
2020-05-31,Daviess,1,0
2020-06-01,Daviess,0,0
2020-06-02,Daviess,0,0
2020-06-03,Daviess,0,0
2020-06-04,Daviess,0,0
2020-06-05,Daviess,3,1
2020-06-06,Daviess,0,0
2020-06-07,Daviess,2,2
2020-06-08,Daviess,0,0
2020-06-09,Daviess,0,0
2020-06-10,Daviess,1,1
2020-06-11,Daviess,0,0
2020-06-12,Daviess,3,0
2020-06-13,Daviess,1,0
2020-06-14,Daviess,2,1
2020-06-15,Daviess,0,0
2020-06-16,Daviess,0,0
2020-06-17,Daviess,0,0
2020-06-18,Daviess,0,0
2020-06-19,Daviess,1,1
2020-06-20,Daviess,1,0
2020-06-21,Daviess,0,0
2020-06-22,Daviess,2,0
2020-06-23,Daviess,0,0
2020-06-24,Daviess,1,0
2020-06-25,Daviess,0,0
2020-06-26,Daviess,1,0
2020-06-27,Daviess,1,0
2020-06-28,Daviess,1,0
2020-06-29,Daviess,0,0
2020-06-30,Daviess,0,0
2020-07-01,Daviess,1,1
2020-07-02,Daviess,0,0
2020-07-03,Daviess,0,0
2020-07-04,Daviess,1,0
2020-07-05,Daviess,0,0
2020-07-06,Daviess,1,0
2020-07-07,Daviess,0,0
2020-07-08,Daviess,1,0
2020-07-09,Daviess,0,0
2020-07-10,Daviess,1,0
2020-07-11,Daviess,0,0
2020-07-12,Daviess,1,1
2020-07-13,Daviess,2,0
2020-07-14,Daviess,0,1
2020-07-15,Daviess,1,1
2020-07-16,Daviess,0,0
2020-07-17,Daviess,0,0
2020-07-18,Daviess,1,1
2020-07-19,Daviess,0,0
2020-07-20,Daviess,2,1
2020-07-21,Daviess,1,0
2020-07-22,Daviess,0,0
2020-07-23,Daviess,3,2
2020-07-24,Daviess,1,1
2020-07-25,Daviess,1,0
2020-07-26,Daviess,1,0
2020-07-27,Daviess,1,1
2020-07-28,Daviess,2,0
2020-07-29,Daviess,1,2
2020-07-30,Daviess,2,1
2020-07-31,Daviess,0,0
2020-08-01,Daviess,0,0
2020-08-02,Daviess,1,0
2020-08-03,Daviess,2,0
2020-08-04,Daviess,3,1
2020-08-05,Daviess,2,2
2020-08-06,Daviess,2,0
2020-08-07,Daviess,1,1
2020-08-08,Daviess,0,0
2020-08-09,Daviess,1,0
2020-08-10,Daviess,3,1
2020-08-11,Daviess,2,1
2020-08-12,Daviess,1,0
2020-08-13,Daviess,1,2
2020-08-14,Daviess,1,2
2020-08-15,Daviess,1,1
2020-08-16,Daviess,3,1
2020-08-17,Daviess,6,1
2020-08-18,Daviess,1,2
2020-08-19,Daviess,2,2
2020-08-20,Daviess,2,2
2020-08-21,Daviess,0,0
2020-08-22,Daviess,2,1
2020-08-23,Daviess,1,1
2020-08-24,Daviess,2,2
2020-08-25,Daviess,2,2
2020-08-26,Daviess,1,1
2020-08-27,Daviess,3,2
2020-08-28,Daviess,3,3
2020-08-29,Daviess,1,0
2020-08-30,Daviess,1,1
2020-08-31,Daviess,2,1
2020-09-01,Daviess,0,0
2020-09-02,Daviess,2,0
2020-09-03,Daviess,0,1
2020-09-04,Daviess,1,0
2020-09-05,Daviess,2,1
2020-09-06,Daviess,1,1
2020-09-07,Daviess,1,0
2020-09-08,Daviess,1,0
